DESCRIPTION,BRAND,CATEGORY,BARCODE,BATCH,"INBOUND DATE",WAREHOUSE,SUPPLIER,"SUPPLIER TYPE",STAFF
"Cellphone Battery Huawei P30 Pro (HB486486ECW)",huawei,"Cellphone Battery",94999260-1,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Huawei CUN U29 / Y52 (HB4342A1RBC)",huawei,"Cellphone Battery",92946875-7,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Huawei CUN U29 / Y52 (HB4342A1RBC)",huawei,"Cellphone Battery",92946875-85,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Huawei CUN U29 / Y52 (HB4342A1RBC)",huawei,"Cellphone Battery",92946875-9,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Huawei CUN U29 / Y52 (HB4342A1RBC)",huawei,"Cellphone Battery",92946875-86,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone LCD VIvo Y73",VIVO,"Cellphone Lcd",97557232-7,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Laptop Charger HP 3.5A Circle Pin",HP,"Laptop Charger",97792603-11,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Cellphone LCD VIvo Y73",VIVO,"Cellphone Lcd",97557232-6,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone LCD VIvo Y73",VIVO,"Cellphone Lcd",97557232-9,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Xiaomi Mi Max (BM49)",xiaomi,"Cellphone Battery",95544545-6,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Led Screen 11.6 40 Pins Slim Type Up and Down HD","No Brand","Led Screen",23642861-21,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER","All Star",International,"Admin Tester"
"Led Screen 11.6 40 Pins Slim Type Up and Down HD","No Brand","Led Screen",23642861-23,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER","All Star",International,"Admin Tester"
"Led Screen 11.6 40 Pins Slim Type Up and Down HD","No Brand","Led Screen",23642861-25,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER","All Star",International,"Admin Tester"
"Led Screen 11.6 40 Pins Slim Type Up and Down HD","No Brand","Led Screen",23642861-24,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER","All Star",International,"Admin Tester"
"Laptop Keyboard HP 15-E",HP,"Laptop Keyboard",70893479-1,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Mars,Local,"Admin Tester"
"Led Screen 11.6 40 Pins Slim Up and Down HD (Lower Bracket)","No Brand","Led Screen",78990929-6,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER","All Star",International,"Admin Tester"
"Cellphone LCD Vivo Y55",VIVO,"Cellphone Lcd",52771162-3,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Laptop Charger Sony 12V 2A Circle Pin",SONY,"Laptop Charger",55155251-5,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Cellphone Battery Oppo A83 (BLP649)",oppo,"Cellphone Battery",18053367-10,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Asus Zenfone 4 Max (C11P1612)",ASUS,"Cellphone Battery",40185532-18,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Laptop Charger Microsoft Surface Pro 15V 4A",Microsoft,"Laptop Charger",03088198-95,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Cellphone Battery Asus Zenfone 4 Selfie Lite(C11P1511)",ASUS,"Cellphone Battery",85025663-1,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Asus Zenfone 4 Selfie Lite(C11P1511)",ASUS,"Cellphone Battery",85025663-10,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Oppo A30(BLP607)",oppo,"Cellphone Battery",33253121-11,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Oppo A30(BLP607)",oppo,"Cellphone Battery",33253121-13,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Oppo A30(BLP607)",oppo,"Cellphone Battery",33253121-12,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Oppo A30(BLP607)",oppo,"Cellphone Battery",33253121-10,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Laptop Charger LG 3.5A Circle Pin",LG,"Laptop Charger",08404305-13,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Led Screen 13.5 40 Pins Borderless QHD","No Brand","Led Screen",48719586-5,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER","All Star",International,"Admin Tester"
"Laptop Charger Sony 12V 2A Circle Pin",SONY,"Laptop Charger",55155251-7,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Cellphone Battery IPHONE 5S",Apple,"Cellphone Battery",64272442-74,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Oppo A30(BLP607)",oppo,"Cellphone Battery",33253121-16,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Oppo A30(BLP607)",oppo,"Cellphone Battery",33253121-15,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone LCD Vivo Y55L",VIVO,"Cellphone Lcd",13708043-10,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Laptop Charger Asus 19.5V 9.23A 6.0mm x 3.7mm",ASUS,"Laptop Charger",05165228-22,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Cellphone Battery Asus Zenfone 4 Selfie Lite(C11P1511)",ASUS,"Cellphone Battery",85025663-4,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Asus Zenfone 4 Selfie Lite(C11P1511)",ASUS,"Cellphone Battery",85025663-2,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Laptop Charger Sony 12V 2A Circle Pin",SONY,"Laptop Charger",46145021-18,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Cellphone LCD Vivo Y55",VIVO,"Cellphone Lcd",52771162-4,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Led Screen 13.3 30 Pins Slim Side Bracket HD","No Brand","Led Screen",52779785-2,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Led Screen 13.3 30 Pins Slim Side Bracket HD","No Brand","Led Screen",52779785-10,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Laptop Charger Sony 3.3A Circle Pin",SONY,"Laptop Charger",80115001-2,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Keyboard HP 440-G6 445",HP,"Laptop Keyboard",34075692-1,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Syy,Local,"Admin Tester"
"Cellphone Battery Oppo A30(BLP607)",oppo,"Cellphone Battery",33253121-9,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Oppo A30(BLP607)",oppo,"Cellphone Battery",33253121-8,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Oppo F9 (BLP683)",oppo,"Cellphone Battery",89129762-8,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Oppo F9 (BLP683)",oppo,"Cellphone Battery",89129762-9,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Asus Zenfone V-3(C11P1616)",ASUS,"Cellphone Battery",80128214-3,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone LCD Vivo Y53 Black",VIVO,"Cellphone Lcd",45097281-6,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Laptop Charger Asus 3.42A Common Pin Original",ASUS,"Laptop Charger",06550979-36,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Cellphone Battery IPHONE 5S",Apple,"Cellphone Battery",64272442-64,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Oppo A83 (BLP649)",oppo,"Cellphone Battery",18053367-1,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Led Screen 13.3 30 Pins Slim Type Up and Down HD (Left Connector)","No Brand",Lcd,14196087-5,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER","All Star",International,"Admin Tester"
"Cellphone Battery Oppo A30(BLP607)",oppo,"Cellphone Battery",33253121-2,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Oppo A30(BLP607)",oppo,"Cellphone Battery",33253121-17,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Oppo A30(BLP607)",oppo,"Cellphone Battery",33253121-3,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Oppo A30(BLP607)",oppo,"Cellphone Battery",33253121-18,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Led Screen 13.3 40 Pins Slim Side Bracket HD","No Brand","Led Screen",32725559-3,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER","All Star",International,"Admin Tester"
"Cellphone Battery Oppo A51 , Mirror 5(BLP577)",oppo,"Cellphone Battery",20223156-4,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Oppo A51 , Mirror 5(BLP577)",oppo,"Cellphone Battery",20223156-9,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Oppo A51 , Mirror 5(BLP577)",oppo,"Cellphone Battery",20223156-8,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Oppo A83 (BLP649)",oppo,"Cellphone Battery",18053367-9,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Oppo A51 , Mirror 5(BLP577)",oppo,"Cellphone Battery",20223156-3,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Oppo A51 , Mirror 5(BLP577)",oppo,"Cellphone Battery",20223156-7,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Oppo A51 , Mirror 5(BLP577)",oppo,"Cellphone Battery",20223156-6,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Oppo A30(BLP607)",oppo,"Cellphone Battery",33253121-7,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Oppo A30(BLP607)",oppo,"Cellphone Battery",33253121-5,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Oppo A30(BLP607)",oppo,"Cellphone Battery",33253121-4,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Oppo A30(BLP607)",oppo,"Cellphone Battery",33253121-6,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone LCD Vivo Y55L",VIVO,"Cellphone Lcd",13708043-8,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Laptop Charger Microsoft Surface Pro 12V 3.6A",Microsoft,"Laptop Charger",82841274-11,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Cellphone Battery Huawei Honor 8x (HB386590ECW)",huawei,"Cellphone Battery",49626757-7,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Led Screen 11.6 40 Pins Slim Up and Down HD (Lower Bracket)","No Brand","Led Screen",78990929-5,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER","All Star",International,"Admin Tester"
"Laptop Battery Dell E6420",Dell,"Laptop Battery",36374174-16,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Kelly,International,"Admin Tester"
"Laptop Charger Samsung 14V 3A Circle Pin",Samsung,"Laptop Charger",01509518-45,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Led Screen 13.3 30 Pins Slim Side Bracket HD","No Brand","Led Screen",28180584-10,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER","All Star",International,"Admin Tester"
"Laptop Charger Toshiba 4.74A Common Pin",Toshiba,"Laptop Charger",80699512-33,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Led Screen 11.6 40 Pins Slim Type Side Bracket HD","No Brand","Led Screen",44557386-4,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER","All Star",International,"Admin Tester"
"Cellphone Battery Huawei P30 Pro (HB486486ECW)",huawei,"Cellphone Battery",94999260-9,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Huawei P30 Pro (HB486486ECW)",huawei,"Cellphone Battery",94999260-8,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Laptop Keyboard HP 15-E",HP,"Laptop Keyboard",04901274-13,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Iphone XS",Apple,"Cellphone Battery",31836926-8,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Iphone XS",Apple,"Cellphone Battery",31836926-4,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Iphone XS",Apple,"Cellphone Battery",31836926-5,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Laptop Charger HP 45W Type C with cord",HP,"Laptop Charger",30358591-28,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Cellphone Battery Huawei CUN U29 / Y52 (HB4342A1RBC)",huawei,"Cellphone Battery",92946875-29,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Huawei CUN U29 / Y52 (HB4342A1RBC)",huawei,"Cellphone Battery",92946875-30,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Huawei CUN U29 / Y52 (HB4342A1RBC)",huawei,"Cellphone Battery",92946875-28,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Huawei CUN U29 / Y52 (HB4342A1RBC)",huawei,"Cellphone Battery",92946875-35,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Iphone 6S",Apple,"Cellphone Battery",91536992-21,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Huawei CUN U29 / Y52 (HB4342A1RBC)",huawei,"Cellphone Battery",92946875-31,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Iphone 6S",Apple,"Cellphone Battery",91536992-10,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Huawei CUN U29 / Y52 (HB4342A1RBC)",huawei,"Cellphone Battery",92946875-37,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Iphone 6S",Apple,"Cellphone Battery",91536992-19,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Huawei CUN U29 / Y52 (HB4342A1RBC)",huawei,"Cellphone Battery",92946875-38,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Huawei CUN U29 / Y52 (HB4342A1RBC)",huawei,"Cellphone Battery",92946875-32,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Led Screen 11.6 40 Pins Slim Up and Down HD (Lower Bracket)","No Brand","Led Screen",78990929-1,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER","All Star",International,"Admin Tester"
"Cellphone Battery Oppo F9 (BLP683)",oppo,"Cellphone Battery",89129762-7,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Oppo F9 (BLP683)",oppo,"Cellphone Battery",89129762-4,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Laptop Charger Asus 11.8A Common Pin",ASUS,"Laptop Charger",52874430-5,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger Sony 12V 2A Circle Pin",SONY,"Laptop Charger",46145021-23,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Cellphone LCD Vivo Y55",VIVO,"Cellphone Lcd",52771162-1,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Laptop Keyboard HP 15-AC",HP,"Laptop Keyboard",59122675-1,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Mars,Local,"Admin Tester"
"Cellphone Battery IPHONE 5S",Apple,"Cellphone Battery",64272442-137,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Led Screen 13.3 30 Pins Slim Side Bracket HD","No Brand","Led Screen",33071836-3,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Oppo A30(BLP607)",oppo,"Cellphone Battery",33253121-1,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Cellphone Battery Samsung A20 (EB-BA202ABU)",Samsung,"Cellphone Battery",72019762-5,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Laptop Charger Sony 12V 2A Circle Pin",SONY,"Laptop Charger",46145021-4,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Cellphone Battery Huawei Honor 10 Lite (HB396285ECW)",huawei,"Cellphone Battery",46395813-11,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Laptop Charger Sony 12V 2A Circle Pin",SONY,"Laptop Charger",46145021-5,LPO004,"2025-07-11 08:26:28","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger Dell 19.5V 2.31A Circle Pin",Dell,"Laptop Charger",39264364-51,LPO005,"2025-07-11 08:33:05","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger Dell 19.5V 2.31A Circle Pin",Dell,"Laptop Charger",36582549-18,LPO005,"2025-07-11 08:33:05","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Keyboard Asus K42",ASUS,"Laptop Keyboard",35995361-3,LPO005,"2025-07-11 08:33:05","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Laptop Charger Dell 19.5V 2.31A Circle Pin Original",Dell,"Laptop Charger",26977066-10,LPO005,"2025-07-11 08:33:05","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger Dell 19.5V 2.31A Circle Pin",Dell,"Laptop Charger",39264364-7,LPO005,"2025-07-11 08:33:05","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Keyboard Acer V5-122",Acer,"Laptop Keyboard",98676782-13,LPO005,"2025-07-11 08:33:05","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Laptop Keyboard Acer V5-122",Acer,"Laptop Keyboard",98676782-12,LPO005,"2025-07-11 08:33:05","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Laptop Keyboard Acer V5-122",Acer,"Laptop Keyboard",98676782-11,LPO005,"2025-07-11 08:33:05","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Laptop Keyboard HP CQ43",HP,"Laptop Keyboard",49215036-4,LPO005,"2025-07-11 08:33:05","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Laptop Battery Lenovo L16M3P24",Lenovo,"Laptop Battery",L16M3P24-3,LPO005,"2025-07-11 08:33:05","LPO HQ-BUFFER",Mars,Local,"Admin Tester"
"Laptop Keyboard Acer V5-122",Acer,"Laptop Keyboard",98676782-15,LPO005,"2025-07-11 08:33:05","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Laptop Charger Dell 19.5V 2.31A Circle Pin Original",Dell,"Laptop Charger",26977066-8,LPO005,"2025-07-11 08:33:05","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Battery Asus B31N1631",ASUS,"Laptop Battery",20929633-1,LPO005,"2025-07-11 08:33:05","LPO HQ-BUFFER",Mars,Local,"Admin Tester"
"Laptop Keyboard Acer V5-122",Acer,"Laptop Keyboard",98676782-19,LPO005,"2025-07-11 08:33:05","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Laptop Keyboard Acer V5-122",Acer,"Laptop Keyboard",98676782-25,LPO005,"2025-07-11 08:33:05","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Laptop Charger Microsoft Surface Pro 12V 2.58A",Microsoft,"Laptop Charger",34816681-18,LPO005,"2025-07-11 08:33:05","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Cellphone LCD Vivo Y93",VIVO,"Cellphone Lcd",30673430-1,LPO005,"2025-07-11 08:33:05","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Laptop Keyboard Acer V5-122",Acer,"Laptop Keyboard",98676782-7,LPO005,"2025-07-11 08:33:05","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Laptop Keyboard Toshiba C650",Toshiba,"Laptop Keyboard",82024171-1,LPO005,"2025-07-11 08:33:05","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Laptop Keyboard Acer V5-122",Acer,"Laptop Keyboard",98676782-9,LPO005,"2025-07-11 08:33:05","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Laptop Keyboard HP CQ43",HP,"Laptop Keyboard",49215036-5,LPO005,"2025-07-11 08:33:05","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"CellPhone LCD Samsung A7 2018",Samsung,"Cellphone Lcd",75494238-15,LPO005,"2025-07-11 08:33:05","LPO HQ-BUFFER",Imports,International,"Admin Tester"
"Laptop Charger Dell 19.5V 4.62A Circle Pin Original",Dell,"Laptop Charger",74182523-7,LPO005,"2025-07-11 08:33:05","LPO HQ-BUFFER",Liz,International,"Admin Tester"
"Laptop Charger Asus 19.5V 9.23A 6.0mm x 3.7mm",ASUS,"Laptop Charger",05165228-24,LPO005,"2025-07-11 08:33:05","LPO HQ-BUFFER",Liz,International,"Admin Tester"
