"Unique Barcode",Description,Category,Brand,Supplier,"System Warehouse","Scanned Warehouse","System Location","Scanned Location","Audit Status",Outbounded,"Unit Cost","Scanned Date"
92073270-128,"Laptop Charger Lenovo 4.74A Common Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER",,"NW WS2-8",,MISSING,no,183.35,
92073270-129,"Laptop Charger Lenovo 4.74A Common Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER",,"NW WS2-8",,MISSING,no,183.35,
92073270-131,"Laptop Charger Lenovo 4.74A Common Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER",,"NW WS2-8",,MISSING,no,183.35,
92073270-132,"Laptop Charger Lenovo 4.74A Common Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER",,"NW WS2-8",,MISSING,no,183.35,
92073270-137,"Laptop Charger Lenovo 4.74A Common Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER",,"NW WS2-8",,MISSING,no,183.35,
92073270-138,"Laptop Charger Lenovo 4.74A Common Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER",,"NW WS2-8",,MISSING,no,183.35,
92073270-139,"Laptop Charger Lenovo 4.74A Common Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER",,"NW WS2-8",,MISSING,no,183.35,
92073270-140,"Laptop Charger Lenovo 4.74A Common Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER",,"NW WS2-8",,MISSING,no,183.35,
92073270-142,"Laptop Charger Lenovo 4.74A Common Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER",,"NW WS2-8",,MISSING,no,183.35,
92073270-144,"Laptop Charger Lenovo 4.74A Common Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER",,"NW WS2-8",,MISSING,no,183.35,
92073270-145,"Laptop Charger Lenovo 4.74A Common Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER",,"NW WS2-8",,MISSING,no,183.35,
92073270-146,"Laptop Charger Lenovo 4.74A Common Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER",,"NW WS2-8",,MISSING,no,183.35,
92073270-148,"Laptop Charger Lenovo 4.74A Common Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER",,"NW WS2-8",,MISSING,no,183.35,
92073270-149,"Laptop Charger Lenovo 4.74A Common Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER",,"NW WS2-8",,MISSING,no,183.35,
55540441-14,"Laptop Charger Asus 7.1A Common Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER",,"NW WS2-8",,MISSING,no,1000.00,
94064066-15,"Cellphone Battery Oppo F3 Plus (BLP623)","Cellphone Battery",oppo,Imports,"LPO HQ-BUFFER",,"NW WS3-16",,MISSING,no,261.91,
47067192-12,"Laptop Charger Dell 19.5V 4.62A Circle Pin Original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER",,"NW WS3-16",,MISSING,no,607.67,
47067192-4,"Laptop Charger Dell 19.5V 4.62A Circle Pin Original","Laptop Charger",Dell,Liz,"LPO HQ-BUFFER",,"NW WS3-16",,MISSING,no,607.67,
99976184-173,"Laptop Charger LPO Acer 19V 3.42A Yellow Pin original","Laptop Charger",Acer,Liz,"LPO HQ-BUFFER",,"NW BR2-L2-5",,MISSING,no,309.57,
31430673-52,"Cellphone Battery Oppo F1F (BLP605)","Cellphone Battery",oppo,Imports,"LPO HQ-BUFFER",,"BUFFER BOX 6",,MISSING,no,151.00,
31430673-43,"Cellphone Battery Oppo F1F (BLP605)","Cellphone Battery",oppo,Imports,"LPO HQ-BUFFER",,"BUFFER BOX 6",,MISSING,no,151.00,
31430673-51,"Cellphone Battery Oppo F1F (BLP605)","Cellphone Battery",oppo,Imports,"LPO HQ-BUFFER",,"BUFFER BOX 6",,MISSING,no,151.00,
31430673-31,"Cellphone Battery Oppo F1F (BLP605)","Cellphone Battery",oppo,Imports,"LPO HQ-BUFFER",,"BUFFER BOX 6",,MISSING,no,151.00,
31430673-62,"Cellphone Battery Oppo F1F (BLP605)","Cellphone Battery",oppo,Imports,"LPO HQ-BUFFER",,"BUFFER BOX 6",,MISSING,no,151.00,
31430673-64,"Cellphone Battery Oppo F1F (BLP605)","Cellphone Battery",oppo,Imports,"LPO HQ-BUFFER",,"BUFFER BOX 6",,MISSING,no,151.00,
31430673-37,"Cellphone Battery Oppo F1F (BLP605)","Cellphone Battery",oppo,Imports,"LPO HQ-BUFFER",,"BUFFER BOX 6",,MISSING,no,151.00,
31430673-53,"Cellphone Battery Oppo F1F (BLP605)","Cellphone Battery",oppo,Imports,"LPO HQ-BUFFER",,"BUFFER BOX 6",,MISSING,no,151.00,
31430673-29,"Cellphone Battery Oppo F1F (BLP605)","Cellphone Battery",oppo,Imports,"LPO HQ-BUFFER",,"BUFFER BOX 6",,MISSING,no,151.00,
83846533-10,"Laptop Battery Samsung 19V.5 2.1A 6.5mm x 4.4mm",Charger,Samsung,Liz,"LPO HQ-BUFFER",,"NW BR5-L3-4",,MISSING,no,139.36,
92073270-105,"Laptop Charger Lenovo 4.74A Common Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER",,"FOR SKU",,MISSING,no,183.35,
92073270-114,"Laptop Charger Lenovo 4.74A Common Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER",,"NW WS2-8",,MISSING,no,183.35,
92073270-109,"Laptop Charger Lenovo 4.74A Common Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER",,"NW WS2-8",,MISSING,no,183.35,
92073270-101,"Laptop Charger Lenovo 4.74A Common Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER",,"NW WS2-8",,MISSING,no,183.35,
92073270-111,"Laptop Charger Lenovo 4.74A Common Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER",,"NW WS2-8",,MISSING,no,183.35,
92073270-110,"Laptop Charger Lenovo 4.74A Common Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER",,"NW WS2-8",,MISSING,no,183.35,
92073270-112,"Laptop Charger Lenovo 4.74A Common Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER",,"NW WS2-8",,MISSING,no,183.35,
33782423-145,"Laptop Charger LPO Acer 3.42A Micro Pin original","Laptop Charger",Acer,Liz,"LPO HQ-BUFFER",,"BUFFER BOX 2",,MISSING,no,309.57,
44304291-32,"Laptop Charger Samsung 2.1A Common Pin","Laptop Charger",Samsung,Liz,"LPO HQ-BUFFER",,"NW BOX 6",,MISSING,no,135.56,
57184936-140,"Laptop Charger Asus 19V 1.75A Small Pin","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER",,"NW BR4-L3-1",,MISSING,no,137.55,
44174377-33,"Laptop Charger Asus 12V 3A Yellow Tip","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER",,"NW WS2-8",,MISSING,no,136.82,
82841274-27,"Laptop Charger Microsoft Surface Pro 12V 3.6A","Laptop Charger",Microsoft,Liz,"LPO HQ-BUFFER",,"NW WS2-8",,MISSING,no,617.02,
82841274-8,"Laptop Charger Microsoft Surface Pro 12V 3.6A","Laptop Charger",Microsoft,Liz,"LPO HQ-BUFFER",,"NW WS2-8",,MISSING,no,617.02,
82841274-18,"Laptop Charger Microsoft Surface Pro 12V 3.6A","Laptop Charger",Microsoft,Liz,"LPO HQ-BUFFER",,"NW WS2-8",,MISSING,no,617.02,
57155095-13,"Laptop Charger LPO Asus 3.42A Common Pin original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER",,"NW BR6-L3-4",,MISSING,no,309.57,
34554978-15,"Laptop Charger Lenovo 2.25A Yoga Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER",,"FOR SKU",,MISSING,no,258.59,
03687925-33,"Laptop Charger Lenovo 20V 2A Common Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER",,"NW WS2-8",,MISSING,no,154.89,
27577507-24,"Laptop Charger LPO HP 3.33A Blue Pin","Laptop Charger",HP,Liz,"LPO HQ-BUFFER",,"FOR SKU",,MISSING,no,325.97,
64272442-37,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-32,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-3,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-35,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-1,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-100,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-10,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"FOR SKU",,MISSING,no,179.61,
64272442-26,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-110,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-39,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-29,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-62,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-33,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-30,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-111,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-105,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,CPBATT-L4,,MISSING,no,179.61,
64272442-113,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-108,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-20,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-2,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-44,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-146,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-147,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-25,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-4,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
49758261-22,"Cellphone Battery iPhone 6 Plus","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"FOR SKU",,MISSING,no,194.19,
64272442-52,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-45,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-28,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-115,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-87,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-85,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-86,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
87405767-45,"Cellphone Battery Xiaomi Redmi Note 8 Pro (BM4J)","Cellphone Battery",xiaomi,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,201.07,
82841274-22,"Laptop Charger Microsoft Surface Pro 12V 3.6A","Laptop Charger",Microsoft,Liz,"LPO HQ-BUFFER",,"NW WS2-8",,MISSING,no,617.02,
64272442-93,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-96,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-91,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-97,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-72,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-92,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-75,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-80,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-67,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-66,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-69,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-76,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
82841274-20,"Laptop Charger Microsoft Surface Pro 12V 3.6A","Laptop Charger",Microsoft,Liz,"LPO HQ-BUFFER",,"FOR SKU",,MISSING,no,617.02,
64272442-84,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-71,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-89,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-78,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-8,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-73,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-68,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-60,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-51,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-18,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-150,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-17,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-159,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-145,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-158,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-15,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-148,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-154,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-143,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-139,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-152,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-142,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-144,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-114,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-6,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-116,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-124,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-132,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-122,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-118,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-140,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-135,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-128,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-125,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-136,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-126,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-12,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-141,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-14,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-130,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-22,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-21,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-102,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-24,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-49,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-123,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-151,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-127,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-19,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-156,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-117,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-38,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-47,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-157,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-16,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-53,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-95,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-81,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-65,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-83,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-57,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-94,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-77,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-5,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-7,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-99,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-55,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-9,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-155,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-103,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-36,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-129,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
64272442-134,"Cellphone Battery IPHONE 5S","Cellphone Battery",Apple,Imports,"LPO HQ-BUFFER",,"NW BR5-L2-9",,MISSING,no,179.61,
